Latitude (decimal degrees):	50.888
Longitude (decimal degrees):	20.608
Elevation (m):	278
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -7 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200711:1710,0.0,60.08,1.93,12.75,13.0,3.31,0.0
20200711:1810,0.0,11.21,0.36,4.19,12.23,2.9,0.0
20200711:1910,0.0,0.0,0.0,0.0,12.03,2.55,0.0
20200711:2010,0.0,0.0,0.0,0.0,11.9,2.34,0.0
20200711:2110,0.0,0.0,0.0,0.0,11.82,2.14,0.0
20200711:2210,0.0,0.0,0.0,0.0,11.71,1.93,0.0
20200711:2310,0.0,0.0,0.0,0.0,11.72,1.93,0.0
20200712:0010,0.0,0.0,0.0,0.0,11.45,2.28,0.0
20200712:0110,0.0,0.0,0.0,0.0,11.33,2.48,0.0
20200712:0210,0.0,0.0,0.0,0.0,11.12,2.41,0.0
20200712:0310,0.0,2.4,0.08,3.55,10.93,2.41,0.0
20200712:0410,0.0,12.19,0.36,12.06,11.09,2.48,0.0
20200712:0510,162.61,69.22,8.33,21.2,12.0,2.55,0.0
20200712:0610,333.15,112.81,12.29,30.63,13.18,2.9,0.0
20200712:0710,494.09,151.84,15.99,39.97,14.19,3.1,0.0
20200712:0810,451.47,271.35,17.35,48.71,15.99,3.1,0.0
20200712:0910,62.68,354.74,11.65,55.99,16.68,3.17,0.0
20200712:1010,99.56,391.04,13.39,60.43,17.51,3.17,0.0
20200712:1110,148.14,402.13,14.7,60.59,18.07,3.38,0.0
20200712:1210,158.06,382.69,14.52,56.4,18.3,3.86,0.0
20200712:1310,66.73,327.24,11.18,49.26,18.54,4.34,0.0
20200712:1410,0.0,100.13,2.96,40.6,18.24,4.55,0.0
20200712:1510,38.19,211.51,7.71,31.28,17.73,4.69,0.0
20200712:1610,5.47,132.87,4.45,21.84,17.4,4.48,0.0
20200712:1710,0.0,67.29,2.16,12.67,16.88,3.72,0.0
20200712:1810,0.0,18.42,0.59,4.1,15.98,3.24,0.0
20200712:1910,0.0,0.0,0.0,0.0,14.62,2.48,0.0
20200712:2010,0.0,0.0,0.0,0.0,13.61,2.34,0.0
20200712:2110,0.0,0.0,0.0,0.0,12.65,2.34,0.0
20200712:2210,0.0,0.0,0.0,0.0,11.84,2.41,0.0
20200712:2310,0.0,0.0,0.0,0.0,11.19,2.55,0.0
20200713:0010,0.0,0.0,0.0,0.0,10.75,2.48,0.0
20200713:0110,0.0,0.0,0.0,0.0,10.31,2.41,0.0
20200713:0210,0.0,0.0,0.0,0.0,10.12,2.34,0.0
20200713:0310,0.0,1.6,0.05,3.41,10.01,2.34,0.0
20200713:0410,0.0,11.32,0.33,11.94,10.59,2.14,0.0
20200713:0510,0.0,30.48,0.9,21.08,12.45,2.34,0.0
20200713:0610,26.76,198.35,6.53,30.51,14.11,2.83,0.0
20200713:0710,70.76,275.46,9.61,39.85,15.08,3.03,0.0
20200713:0810,61.5,319.43,10.62,48.58,15.95,3.59,0.0
20200713:0910,135.71,379.09,13.7,55.85,16.58,4.07,0.0
20200713:1010,214.09,404.19,15.91,60.29,16.74,4.07,0.0
20200713:1110,0.0,138.45,4.09,60.45,17.43,4.21,0.0
20200713:1210,0.0,135.83,4.01,56.28,17.98,4.21,0.0
20200713:1310,0.0,166.31,4.91,49.17,18.3,4.0,0.0
20200713:1410,0.0,89.69,2.65,40.51,18.53,4.07,0.0
20200713:1510,36.31,209.82,7.58,31.19,18.57,4.28,0.0
20200713:1610,2.14,119.44,3.73,21.76,18.14,4.0,0.0
20200713:1710,0.0,68.09,2.19,12.58,17.48,3.17,0.0
20200713:1810,0.0,12.82,0.41,4.0,16.65,2.9,0.0
20200713:1910,0.0,0.0,0.0,0.0,15.38,2.07,0.0
20200713:2010,0.0,0.0,0.0,0.0,14.44,1.93,0.0
20200713:2110,0.0,0.0,0.0,0.0,13.63,1.86,0.0
20200713:2210,0.0,0.0,0.0,0.0,13.02,1.79,0.0
20200713:2310,0.0,0.0,0.0,0.0,12.4,1.79,0.0
20200714:0010,0.0,0.0,0.0,0.0,11.96,1.79,0.0
20200714:0110,0.0,0.0,0.0,0.0,11.58,1.72,0.0
20200714:0210,0.0,0.0,0.0,0.0,10.97,1.72,0.0
20200714:0310,0.0,6.41,0.21,3.28,10.35,1.66,0.0
20200714:0410,0.47,64.37,3.01,11.81,10.88,1.24,0.0
20200714:0510,133.17,88.31,7.71,20.95,13.82,0.97,0.0
20200714:0610,307.3,124.36,11.83,30.38,16.07,1.17,0.0
20200714:0710,372.41,211.5,14.55,39.72,17.11,0.76,0.0
20200714:0810,408.35,283.69,16.68,48.44,17.99,0.97,0.0
20200714:0910,249.51,376.61,15.78,55.7,18.68,0.83,0.0
20200714:1010,98.84,385.63,13.21,60.14,19.15,0.76,0.0
20200714:1110,214.84,400.6,15.94,60.31,19.58,0.83,0.0
20200714:1210,307.95,358.56,16.99,56.16,20.02,0.9,0.0
20200714:1310,168.61,334.26,13.7,49.06,20.05,0.9,0.0
20200714:1410,109.61,277.82,11.18,40.41,20.34,1.1,0.0
20200714:1510,75.58,205.37,8.95,31.1,20.39,1.03,0.0
20200714:1610,0.31,96.57,2.88,21.67,20.33,0.76,0.0
20200714:1710,0.0,62.48,2.01,12.48,20.0,0.55,0.0
20200714:1810,0.0,16.82,0.54,3.9,19.02,0.55,0.0
20200714:1910,0.0,0.0,0.0,0.0,18.89,0.69,0.0
20200714:2010,0.0,0.0,0.0,0.0,16.19,1.31,0.0
20200714:2110,0.0,0.0,0.0,0.0,14.65,1.66,0.0
20200714:2210,0.0,0.0,0.0,0.0,14.02,1.86,0.0
20200714:2310,0.0,0.0,0.0,0.0,13.44,1.93,0.0
20200715:0010,0.0,0.0,0.0,0.0,13.18,2.0,0.0
20200715:0110,0.0,0.0,0.0,0.0,12.65,2.0,0.0
20200715:0210,0.0,0.0,0.0,0.0,12.23,1.93,0.0
20200715:0310,0.0,4.01,0.13,3.14,11.96,1.72,0.0
20200715:0410,0.34,63.26,3.01,11.67,12.86,1.38,0.0
20200715:0510,132.94,88.4,7.69,20.82,15.81,1.03,0.0
20200715:0610,312.91,121.75,11.88,30.25,18.16,1.38,0.0
20200715:0710,494.75,146.25,15.76,39.59,19.93,2.55,0.0
20200715:0810,675.22,149.31,19.25,48.31,21.09,2.76,0.0
20200715:0910,293.99,369.12,16.43,55.55,21.6,2.48,0.0
20200715:1010,48.4,357.76,11.47,59.98,21.88,2.21,0.0
20200715:1110,0.0,151.51,4.47,60.16,22.57,2.0,0.0
20200715:1210,206.83,376.37,15.32,56.03,22.8,1.93,0.0
20200715:1310,234.28,323.46,14.91,48.95,22.88,1.79,0.0
20200715:1410,171.01,265.07,12.49,40.32,22.88,1.59,0.0
20200715:1510,227.6,113.73,12.08,31.01,23.09,1.52,0.0
20200715:1610,60.54,79.59,7.92,21.57,22.88,1.52,0.0
20200715:1710,0.0,60.08,1.93,12.38,21.77,1.52,0.0
20200715:1810,0.0,16.82,0.54,3.79,20.38,1.86,0.0
20200715:1910,0.0,0.0,0.0,0.0,19.27,2.14,0.0
20200715:2010,0.0,0.0,0.0,0.0,17.91,2.34,0.0
20200715:2110,0.0,0.0,0.0,0.0,16.96,2.21,0.0
20200715:2210,0.0,0.0,0.0,0.0,15.86,2.0,0.0
20200715:2310,0.0,0.0,0.0,0.0,14.78,1.72,0.0
20200716:0010,0.0,0.0,0.0,0.0,14.65,1.52,0.0
20200716:0110,0.0,0.0,0.0,0.0,13.85,1.72,0.0
20200716:0210,0.0,0.0,0.0,0.0,13.29,1.86,0.0
20200716:0310,0.0,1.6,0.05,3.0,13.46,1.79,0.0
20200716:0410,0.0,10.45,0.31,11.53,13.89,1.79,0.0
20200716:0510,0.0,43.54,1.29,20.69,15.67,2.14,0.0
20200716:0610,26.08,191.32,6.3,30.12,16.55,3.1,0.0
20200716:0710,0.0,115.81,3.42,39.45,17.78,2.62,0.0
20200716:0810,0.0,121.03,3.57,48.16,17.79,2.55,0.0
20200716:0910,0.0,125.39,3.7,55.4,17.79,2.69,0.0
20200716:1010,0.0,223.78,6.61,59.82,16.75,2.69,0.0
20200716:1110,0.0,212.46,6.27,60.01,16.84,2.97,0.0
20200716:1210,0.0,126.26,3.73,55.9,16.64,2.55,0.0
20200716:1310,2.97,225.77,6.74,48.84,16.82,2.14,0.0
20200716:1410,0.88,171.58,5.09,40.21,17.78,1.59,0.0
20200716:1510,0.0,120.16,3.55,30.91,18.0,1.72,0.0
20200716:1610,0.0,36.57,1.08,21.47,16.62,2.76,0.0
20200716:1710,0.0,62.48,2.01,12.28,16.0,2.48,0.0
20200716:1810,0.0,14.42,0.46,3.67,15.67,2.21,0.0
20200716:1910,0.0,0.0,0.0,0.0,14.44,2.41,0.0
20200716:2010,0.0,0.0,0.0,0.0,13.96,2.41,0.0
20200716:2110,0.0,0.0,0.0,0.0,13.38,2.34,0.0
20200716:2210,0.0,0.0,0.0,0.0,12.73,2.28,0.0
20200716:2310,0.0,0.0,0.0,0.0,12.56,2.21,0.0
20200717:0010,0.0,0.0,0.0,0.0,12.25,2.21,0.0
20200717:0110,0.0,0.0,0.0,0.0,12.05,2.21,0.0
20200717:0210,0.0,0.0,0.0,0.0,11.98,2.41,0.0
20200717:0310,0.0,9.61,0.31,2.85,12.03,2.55,0.0
20200717:0410,0.02,61.67,2.8,11.39,12.43,2.34,0.0
20200717:0510,142.15,77.15,7.66,20.55,13.34,2.69,0.0
20200717:0610,315.04,115.36,11.7,29.98,14.28,3.03,0.0
20200717:0710,379.77,202.57,14.4,39.31,15.42,2.14,0.0
20200717:0810,258.37,323.47,14.55,48.01,16.74,2.0,0.0
20200717:0910,98.45,362.06,12.49,55.24,17.43,1.93,0.0
20200717:1010,6.78,281.15,8.43,59.65,17.73,1.86,0.0
20200717:1110,0.0,215.94,6.38,59.85,17.7,1.79,0.0
20200717:1210,0.0,162.83,4.81,55.76,17.53,1.45,0.0
20200717:1310,0.0,182.85,5.4,48.71,17.73,1.52,0.0
20200717:1410,6.15,210.25,6.38,40.1,17.73,1.59,0.0
20200717:1510,23.89,197.77,6.74,30.8,18.24,1.93,0.0
20200717:1610,28.39,122.58,6.27,21.36,18.18,2.21,0.0
20200717:1710,0.0,66.48,2.13,12.16,17.7,1.45,0.0
20200717:1810,0.0,8.81,0.28,3.55,17.3,1.59,0.0
20200717:1910,0.0,0.0,0.0,0.0,16.4,2.28,0.0
20200717:2010,0.0,0.0,0.0,0.0,15.99,2.41,0.0
20200717:2110,0.0,0.0,0.0,0.0,15.73,2.62,0.0
20200717:2210,0.0,0.0,0.0,0.0,15.58,2.9,0.0
20200717:2310,0.0,0.0,0.0,0.0,15.3,3.1,0.0
20200718:0010,0.0,0.0,0.0,0.0,15.32,2.97,0.0
20200718:0110,0.0,0.0,0.0,0.0,15.18,2.97,0.0
20200718:0210,0.0,0.0,0.0,0.0,15.27,3.1,0.0
20200718:0310,0.0,1.6,0.05,2.7,15.21,3.24,0.0
