Latitude (decimal degrees):	52.238
Longitude (decimal degrees):	20.998
Elevation (m):	114
Radiation database:	PVGIS-SARAH2


Slope: 41 deg. (optimum)
Azimuth: -8 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200505:0810,0.0,106.66,3.05,44.45,8.2,2.69,0.0
20200505:0910,0.0,118.9,3.4,50.56,8.28,2.97,0.0
20200505:1010,0.0,145.13,4.15,53.77,8.21,3.24,0.0
20200505:1110,0.0,135.51,3.88,53.23,8.29,3.52,0.0
20200505:1210,0.0,124.15,3.55,49.12,8.95,3.72,0.0
20200505:1310,2.13,205.65,5.93,42.42,9.82,4.14,0.0
20200505:1410,0.0,54.2,1.55,34.21,10.57,4.41,0.0
20200505:1510,0.69,118.9,3.43,25.26,10.65,4.28,0.0
20200505:1610,0.37,77.57,2.28,16.09,10.45,3.72,0.0
20200505:1710,0.0,33.85,1.05,7.11,9.87,3.1,0.0
20200505:1810,0.0,0.0,0.0,0.0,9.05,2.62,0.0
20200505:1910,0.0,0.0,0.0,0.0,7.52,2.76,0.0
20200505:2010,0.0,0.0,0.0,0.0,6.92,2.9,0.0
20200505:2110,0.0,0.0,0.0,0.0,6.85,3.1,0.0
20200505:2210,0.0,0.0,0.0,0.0,6.8,3.24,0.0
20200505:2310,0.0,0.0,0.0,0.0,6.56,3.66,0.0
20200506:0010,0.0,0.0,0.0,0.0,6.32,3.59,0.0
20200506:0110,0.0,0.0,0.0,0.0,5.92,3.72,0.0
20200506:0210,0.0,0.0,0.0,0.0,5.89,3.93,0.0
20200506:0310,0.0,0.0,0.0,0.0,5.75,3.59,0.0
20200506:0410,0.0,19.23,0.55,9.77,5.99,5.45,0.0
20200506:0510,0.0,40.22,1.15,18.83,6.7,5.24,0.0
20200506:0610,0.0,48.08,1.38,27.99,7.94,5.72,0.0
20200506:0710,0.0,112.78,3.23,36.81,8.2,5.66,0.0
20200506:0810,0.0,101.41,2.9,44.71,8.67,5.86,0.0
20200506:0910,0.0,123.27,3.53,50.83,9.49,6.07,0.0
20200506:1010,0.0,111.03,3.18,54.05,9.44,6.34,0.0
20200506:1110,0.0,70.82,2.03,53.51,9.89,6.83,0.0
20200506:1210,0.0,132.89,3.8,49.37,9.82,6.14,0.0
20200506:1310,0.0,86.55,2.48,42.65,10.0,5.86,0.0
20200506:1410,1.85,167.98,4.85,34.43,10.34,5.45,0.0
20200506:1510,0.0,69.94,2.0,25.46,11.04,5.03,0.0
20200506:1610,0.0,42.84,1.23,16.29,11.59,4.9,0.0
20200506:1710,0.0,7.25,0.23,7.32,11.61,5.17,0.0
20200506:1810,0.0,0.0,0.0,0.0,11.03,5.31,0.0
20200506:1910,0.0,0.0,0.0,0.0,10.18,4.9,0.0
20200506:2010,0.0,0.0,0.0,0.0,9.42,4.76,0.0
20200506:2110,0.0,0.0,0.0,0.0,8.7,4.34,0.0
20200506:2210,0.0,0.0,0.0,0.0,7.68,3.79,0.0
20200506:2310,0.0,0.0,0.0,0.0,6.72,3.45,0.0
20200507:0010,0.0,0.0,0.0,0.0,5.84,3.45,0.0
20200507:0110,0.0,0.0,0.0,0.0,5.23,3.45,0.0
20200507:0210,0.0,0.0,0.0,0.0,4.83,3.38,0.0
20200507:0310,0.0,0.0,0.0,0.0,4.59,3.45,0.0
20200507:0410,25.52,40.77,3.25,10.0,5.02,3.45,0.0
20200507:0510,191.02,80.33,7.25,19.06,6.47,3.38,0.0
20200507:0610,382.77,116.47,11.28,28.22,8.12,4.41,0.0
20200507:0710,438.49,207.12,13.9,37.04,9.86,5.03,0.0
20200507:0810,404.07,300.09,15.3,44.96,10.95,4.83,0.0
20200507:0910,309.58,366.82,15.38,51.1,12.27,4.97,0.0
20200507:1010,72.26,358.77,11.4,54.33,13.29,5.03,0.0
20200507:1110,521.23,319.29,18.4,53.78,14.17,5.17,0.0
20200507:1210,413.5,313.58,16.7,49.62,14.65,5.17,0.0
20200507:1310,1.06,199.43,5.73,42.88,14.97,5.31,0.0
20200507:1410,61.64,246.18,8.55,34.64,15.04,5.38,0.0
20200507:1510,0.0,114.53,3.28,25.67,14.62,4.48,0.0
20200507:1610,27.36,59.16,5.88,16.5,14.45,4.0,0.0
20200507:1710,0.0,40.3,1.25,7.53,13.6,2.76,0.0
20200507:1810,0.0,0.0,0.0,0.0,12.13,2.21,0.0
20200507:1910,0.0,0.0,0.0,0.0,11.22,2.48,0.0
20200507:2010,0.0,0.0,0.0,0.0,10.39,2.41,0.0
20200507:2110,0.0,0.0,0.0,0.0,9.86,2.21,0.0
20200507:2210,0.0,0.0,0.0,0.0,9.01,2.14,0.0
20200507:2310,0.0,0.0,0.0,0.0,8.48,2.0,0.0
20200508:0010,0.0,0.0,0.0,0.0,7.75,1.93,0.0
20200508:0110,0.0,0.0,0.0,0.0,7.4,1.79,0.0
20200508:0210,0.0,0.0,0.0,0.0,6.73,1.66,0.0
20200508:0310,0.0,0.0,0.0,0.0,6.18,1.45,0.0
20200508:0410,10.72,59.57,2.6,10.22,5.74,1.31,0.0
20200508:0510,183.0,86.57,7.25,19.28,8.45,1.17,0.0
20200508:0610,253.93,178.25,10.1,28.44,10.18,1.38,0.0
20200508:0710,569.72,143.01,15.1,37.27,12.36,1.79,0.0
20200508:0810,378.97,308.16,15.1,45.2,14.0,3.1,0.0
20200508:0910,377.38,355.58,16.28,51.36,14.53,3.31,0.0
20200508:1010,507.52,338.71,18.33,54.6,15.01,3.17,0.0
20200508:1110,874.42,141.19,21.45,54.05,15.57,3.24,0.0
20200508:1210,815.66,108.01,20.38,49.87,16.27,3.24,0.0
20200508:1310,649.05,102.1,17.85,43.1,16.75,3.17,0.0
20200508:1410,433.8,98.27,14.38,34.84,16.96,2.9,0.0
20200508:1510,230.28,69.33,10.55,25.87,16.95,2.48,0.0
20200508:1610,32.94,45.85,6.25,16.7,16.65,1.17,0.0
20200508:1710,0.0,33.85,1.05,7.74,15.75,0.83,0.0
20200508:1810,0.0,0.0,0.0,0.0,14.82,1.79,0.0
20200508:1910,0.0,0.0,0.0,0.0,13.58,1.93,0.0
20200508:2010,0.0,0.0,0.0,0.0,11.94,2.14,0.0
20200508:2110,0.0,0.0,0.0,0.0,11.02,2.07,0.0
20200508:2210,0.0,0.0,0.0,0.0,10.02,2.07,0.0
20200508:2310,0.0,0.0,0.0,0.0,9.28,2.14,0.0
20200509:0010,0.0,0.0,0.0,0.0,8.39,2.21,0.0
20200509:0110,0.0,0.0,0.0,0.0,7.48,2.14,0.0
20200509:0210,0.0,0.0,0.0,0.0,6.62,2.0,0.0
20200509:0310,0.0,0.0,0.0,0.0,5.66,1.86,0.0
20200509:0410,27.72,41.14,3.45,10.44,5.72,1.52,0.0
20200509:0510,200.55,75.08,7.48,19.49,8.78,1.17,0.0
20200509:0610,393.4,109.6,11.48,28.65,11.18,1.24,0.0
20200509:0710,531.28,160.02,14.78,37.5,13.96,1.59,0.0
20200509:0810,774.18,123.45,18.48,45.44,15.67,2.21,0.0
20200509:0910,823.02,164.17,20.25,51.62,16.8,2.55,0.0
20200509:1010,962.55,102.07,21.95,54.87,17.78,2.9,0.0
20200509:1110,771.65,197.18,20.65,54.31,18.42,2.9,0.0
20200509:1210,185.3,358.19,13.58,50.11,18.59,2.83,0.0
20200509:1310,325.18,271.24,14.63,43.32,18.48,2.69,0.0
20200509:1410,22.76,225.73,7.03,35.05,18.13,2.34,0.0
20200509:1510,146.5,131.94,9.25,26.06,18.04,2.28,0.0
20200509:1610,33.7,44.99,6.33,16.9,17.69,1.86,0.0
20200509:1710,0.0,41.91,1.3,7.94,16.85,1.38,0.0
20200509:1810,0.0,0.0,0.0,0.0,15.44,1.72,0.0
20200509:1910,0.0,0.0,0.0,0.0,14.18,1.59,0.0
20200509:2010,0.0,0.0,0.0,0.0,12.69,1.72,0.0
20200509:2110,0.0,0.0,0.0,0.0,11.66,2.07,0.0
20200509:2210,0.0,0.0,0.0,0.0,10.52,2.21,0.0
20200509:2310,0.0,0.0,0.0,0.0,9.64,2.14,0.0
20200510:0010,0.0,0.0,0.0,0.0,8.82,2.0,0.0
20200510:0110,0.0,0.0,0.0,0.0,8.09,2.0,0.0
20200510:0210,0.0,0.0,0.0,0.0,7.51,2.07,0.0
20200510:0310,0.0,0.0,0.0,0.0,7.06,2.0,0.0
20200510:0410,21.97,50.56,3.28,10.66,7.73,1.72,0.0
20200510:0510,181.84,87.84,7.35,19.7,11.02,1.52,0.0
20200510:0610,381.15,117.33,11.45,28.87,13.94,1.59,0.0
20200510:0710,584.13,131.38,15.28,37.72,16.52,2.34,0.0
20200510:0810,733.19,148.75,18.28,45.67,18.34,2.62,0.0
20200510:0910,823.48,163.78,20.33,51.87,19.83,2.69,0.0
20200510:1010,928.69,123.66,21.8,55.13,20.99,2.69,0.0
20200510:1110,929.12,99.81,21.85,54.57,21.87,2.83,0.0
20200510:1210,806.93,108.42,20.35,50.34,22.44,2.83,0.0
20200510:1310,501.79,189.29,16.63,43.54,22.99,2.76,0.0
20200510:1410,211.99,222.05,11.78,35.25,23.18,2.9,0.0
20200510:1510,63.76,177.01,7.45,26.26,23.09,2.97,0.0
20200510:1610,0.37,84.56,2.48,17.09,22.41,2.48,0.0
20200510:1710,0.0,31.44,0.98,8.14,20.96,2.69,0.0
20200510:1810,0.0,0.0,0.0,0.0,19.73,3.03,0.0
20200510:1910,0.0,0.0,0.0,0.0,18.48,2.62,0.0
20200510:2010,0.0,0.0,0.0,0.0,17.37,2.55,0.0
20200510:2110,0.0,0.0,0.0,0.0,16.14,2.62,0.0
20200510:2210,0.0,0.0,0.0,0.0,15.39,2.55,0.0
20200510:2310,0.0,0.0,0.0,0.0,14.83,2.21,0.0
20200511:0010,0.0,0.0,0.0,0.0,14.24,2.48,0.0
20200511:0110,0.0,0.0,0.0,0.0,13.97,2.83,0.0
20200511:0210,0.0,0.0,0.0,0.0,13.95,2.76,0.0
20200511:0310,0.0,1.61,0.05,2.3,13.91,2.76,0.0
20200511:0410,21.89,50.67,3.28,10.86,14.2,2.76,0.0
20200511:0510,144.69,105.37,6.85,19.91,15.59,2.48,0.0
20200511:0610,302.68,151.87,10.63,29.07,16.91,2.76,0.0
20200511:0710,197.3,272.53,11.2,37.93,19.35,3.17,0.0
20200511:0810,587.26,216.55,16.98,45.9,20.65,3.31,0.0
20200511:0910,741.12,198.33,19.53,52.11,21.92,3.45,0.0
20200511:1010,250.93,384.96,15.1,55.39,22.82,3.38,0.0
20200511:1110,511.02,311.08,18.23,54.82,23.58,3.24,0.0
20200511:1210,371.09,318.73,16.18,50.58,23.65,3.1,0.0
20200511:1310,0.0,81.31,2.33,43.75,24.03,2.83,0.0
20200511:1410,6.31,191.9,5.65,35.45,23.11,2.76,0.0
20200511:1510,0.67,118.02,3.4,26.45,20.25,3.79,0.0
20200511:1610,0.0,41.96,1.2,17.29,17.37,4.83,0.0
20200511:1710,0.0,22.57,0.7,8.34,15.63,4.21,0.0
20200511:1810,0.0,0.0,0.0,0.0,13.92,4.62,0.0
20200511:1910,0.0,0.0,0.0,0.0,9.77,5.31,0.0
20200511:2010,0.0,0.0,0.0,0.0,7.8,5.24,0.0
20200511:2110,0.0,0.0,0.0,0.0,6.69,5.38,0.0
20200511:2210,0.0,0.0,0.0,0.0,5.95,6.21,0.0
20200511:2310,0.0,0.0,0.0,0.0,4.56,7.03,0.0
20200512:0010,0.0,0.0,0.0,0.0,2.88,7.03,0.0
20200512:0110,0.0,0.0,0.0,0.0,2.03,6.34,0.0
20200512:0210,0.0,0.0,0.0,0.0,1.63,6.34,0.0
20200512:0310,0.0,4.03,0.13,2.51,1.38,6.0,0.0
20200512:0410,21.81,55.45,3.43,11.07,1.53,6.0,0.0
20200512:0510,1.77,100.64,2.93,20.11,2.14,5.86,0.0
20200512:0610,8.66,168.8,5.0,29.27,3.55,5.72,0.0
20200512:0710,153.12,289.06,10.88,38.14,4.58,5.1,0.0
20200512:0810,464.27,291.36,16.43,46.12,6.14,4.83,0.0
20200512:0910,112.94,371.16,12.4,52.35,7.86,4.97,0.0
20200512:1010,246.43,402.43,15.5,55.65,9.12,4.97,0.0
20200512:1110,0.0,132.01,3.78,55.07,9.91,4.76,0.0
20200512:1210,737.16,167.4,20.3,50.81,10.37,4.76,0.0
20200512:1310,35.1,289.21,9.0,43.96,10.92,4.55,0.0
20200512:1410,351.76,160.01,13.98,35.65,11.19,4.21,0.0
20200512:1510,90.27,174.5,8.43,26.64,10.85,4.0,0.0
20200512:1610,31.41,58.83,6.45,17.48,10.63,3.86,0.0
20200512:1710,0.0,41.91,1.3,8.54,10.13,3.17,0.0
20200512:1810,0.0,0.0,0.0,0.0,9.18,2.55,0.0
20200512:1910,0.0,0.0,0.0,0.0,7.94,2.34,0.0
20200512:2010,0.0,0.0,0.0,0.0,6.97,2.41,0.0
20200512:2110,0.0,0.0,0.0,0.0,6.15,2.55,0.0
20200512:2210,0.0,0.0,0.0,0.0,5.57,2.62,0.0
20200512:2310,0.0,0.0,0.0,0.0,5.19,2.69,0.0
20200513:0010,0.0,0.0,0.0,0.0,4.78,2.76,0.0
20200513:0110,0.0,0.0,0.0,0.0,4.49,2.83,0.0
20200513:0210,0.0,0.0,0.0,0.0,4.4,2.83,0.0
20200513:0310,0.0,1.61,0.05,2.72,4.4,2.69,0.0
20200513:0410,0.0,11.37,0.33,11.26,4.64,2.69,0.0
20200513:0510,0.0,44.59,1.28,20.3,6.16,2.9,0.0
20200513:0610,0.0,83.06,2.38,29.46,8.03,3.24,0.0
20200513:0710,1.16,176.72,5.08,38.34,9.22,3.31,0.0
20200513:0810,15.61,267.02,7.9,46.34,10.53,4.28,0.0
20200513:0910,470.69,336.51,17.68,52.59,11.4,5.03,0.0
20200513:1010,73.07,368.32,11.73,55.89,12.01,4.76,0.0
20200513:1110,1.17,242.29,6.95,55.31,12.38,4.28,0.0
20200513:1210,8.9,271.18,7.93,51.03,12.7,4.34,0.0
20200513:1310,129.57,320.43,11.85,44.17,13.32,4.14,0.0
20200513:1410,56.27,254.02,8.7,35.84,13.32,3.72,0.0
20200513:1510,17.17,177.3,5.73,26.83,13.61,3.45,0.0
20200513:1610,11.25,107.31,4.85,17.67,13.38,2.62,0.0
20200513:1710,0.0,22.57,0.7,8.74,12.68,1.1,0.0
20200513:1810,0.0,0.0,0.0,0.0,11.65,0.76,0.0
20200513:1910,0.0,0.0,0.0,0.0,9.36,1.45,0.0
20200513:2010,0.0,0.0,0.0,0.0,8.47,1.79,0.0
20200513:2110,0.0,0.0,0.0,0.0,8.19,2.07,0.0
20200513:2210,0.0,0.0,0.0,0.0,8.04,2.21,0.0
20200513:2310,0.0,0.0,0.0,0.0,7.83,2.28,0.0
20200514:0010,0.0,0.0,0.0,0.0,7.83,2.34,0.0
20200514:0110,0.0,0.0,0.0,0.0,7.67,2.41,0.0
20200514:0210,0.0,0.0,0.0,0.0,7.34,2.14,0.0
20200514:0310,0.0,1.61,0.05,2.92,7.1,1.93,0.0
20200514:0410,0.0,11.37,0.33,11.46,7.02,1.86,0.0
20200514:0510,0.0,60.32,1.73,20.49,7.2,1.66,0.0
20200514:0610,1.07,140.85,4.05,29.65,8.0,1.66,0.0
20200514:0710,52.12,265.52,8.5,38.53,8.99,1.31,0.0
20200514:0810,252.45,339.58,13.9,46.55,10.34,0.55,0.0
20200514:0910,198.94,381.93,14.13,52.82,11.35,0.14,0.0
20200514:1010,638.69,289.13,19.95,56.14,12.33,0.76,0.0
20200514:1110,38.36,340.37,10.4,55.55,13.05,1.1,0.0
20200514:1210,3.33,244.26,7.05,51.25,13.41,1.31,0.0
20200514:1310,0.0,76.06,2.18,44.37,13.65,1.52,0.0
20200514:1410,393.08,129.15,14.43,36.03,13.88,1.59,0.0
20200514:1510,49.93,186.39,7.25,27.02,13.17,1.38,0.0
20200514:1610,0.0,76.94,2.2,17.85,12.73,1.86,0.0
20200514:1710,0.0,48.36,1.5,8.93,12.1,2.21,0.0
20200514:1810,0.0,0.0,0.0,0.0,10.86,2.28,0.0
20200514:1910,0.0,0.0,0.0,0.0,9.61,1.72,0.0
20200514:2010,0.0,0.0,0.0,0.0,9.08,1.66,0.0
20200514:2110,0.0,0.0,0.0,0.0,8.3,1.86,0.0
20200514:2210,0.0,0.0,0.0,0.0,7.6,1.93,0.0
20200514:2310,0.0,0.0,0.0,0.0,6.68,1.72,0.0
20200515:0010,0.0,0.0,0.0,0.0,5.34,1.52,0.0
20200515:0110,0.0,0.0,0.0,0.0,4.69,1.38,0.0
20200515:0210,0.0,0.0,0.0,0.0,4.25,1.24,0.0
20200515:0310,0.0,2.42,0.08,3.11,4.42,1.03,0.0
20200515:0410,26.42,52.61,3.75,11.64,4.92,0.83,0.0
20200515:0510,187.28,92.18,7.85,20.67,6.96,0.62,0.0
20200515:0610,361.96,135.74,11.75,29.83,9.11,0.76,0.0
20200515:0710,367.86,244.17,13.83,38.72,9.59,0.55,0.0
20200515:0810,549.46,253.01,17.3,46.75,11.33,0.83,0.0
20200515:0910,738.93,220.5,20.23,53.04,12.36,1.1,0.0
20200515:1010,818.62,199.96,21.58,56.37,12.99,1.1,0.0
20200515:1110,414.8,362.9,17.83,55.79,13.53,1.17,0.0
20200515:1210,438.7,312.46,17.55,51.47,14.13,1.31,0.0
20200515:1310,79.6,314.05,10.65,44.57,14.23,1.52,0.0
20200515:1410,56.67,255.66,8.78,36.22,14.5,1.79,0.0
20200515:1510,224.94,79.95,11.03,27.2,14.22,2.28,0.0
20200515:1610,37.36,48.16,6.9,18.04,13.94,2.48,0.0
20200515:1710,0.0,41.11,1.28,9.12,13.17,2.21,0.0
20200515:1810,0.0,0.0,0.0,0.0,12.04,2.28,0.0
20200515:1910,0.0,0.0,0.0,0.0,10.51,2.41,0.0
20200515:2010,0.0,0.0,0.0,0.0,9.48,2.21,0.0
20200515:2110,0.0,0.0,0.0,0.0,8.47,2.41,0.0
20200515:2210,0.0,0.0,0.0,0.0,7.71,2.62,0.0
20200515:2310,0.0,0.0,0.0,0.0,7.2,2.76,0.0
20200516:0010,0.0,0.0,0.0,0.0,6.9,2.76,0.0
20200516:0110,0.0,0.0,0.0,0.0,6.57,2.83,0.0
20200516:0210,0.0,0.0,0.0,0.0,6.41,2.76,0.0
20200516:0310,0.0,3.22,0.1,3.3,6.42,2.83,0.0
20200516:0410,0.0,13.11,0.38,11.82,6.92,2.97,0.0
20200516:0510,0.0,55.95,1.6,20.84,8.37,3.03,0.0
20200516:0610,7.41,169.5,5.0,30.01,9.95,4.28,0.0
20200516:0710,120.56,289.04,10.38,38.91,10.96,5.59,0.0
