Latitude (decimal degrees):	51.260
Longitude (decimal degrees):	22.544
Elevation (m):	200
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -5 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201203:1610,0.0,0.0,0.0,0.0,-0.51,4.41,0.0
20201203:1710,0.0,0.0,0.0,0.0,-0.73,4.48,0.0
20201203:1810,0.0,0.0,0.0,0.0,-0.88,4.41,0.0
20201203:1910,0.0,0.0,0.0,0.0,-1.13,4.69,0.0
20201203:2010,0.0,0.0,0.0,0.0,-1.06,4.62,0.0
20201203:2110,0.0,0.0,0.0,0.0,-0.82,4.62,0.0
20201203:2210,0.0,0.0,0.0,0.0,-0.69,4.55,0.0
20201203:2310,0.0,0.0,0.0,0.0,-0.74,4.48,0.0
20201204:0010,0.0,0.0,0.0,0.0,-0.56,4.41,0.0
20201204:0110,0.0,0.0,0.0,0.0,-0.28,4.34,0.0
20201204:0210,0.0,0.0,0.0,0.0,-0.24,4.34,0.0
20201204:0310,0.0,0.0,0.0,0.0,-0.3,4.34,0.0
20201204:0410,0.0,0.0,0.0,0.0,-0.11,4.34,0.0
20201204:0510,0.0,0.0,0.0,0.0,0.07,4.28,0.0
20201204:0610,0.0,0.0,0.0,0.0,0.07,4.28,0.0
20201204:0710,12.3,28.14,0.83,5.58,0.53,4.55,0.0
20201204:0810,49.49,82.55,2.43,11.2,1.05,4.48,0.0
20201204:0910,6.41,76.9,2.3,14.94,1.63,4.28,0.0
20201204:1010,0.0,43.5,1.29,16.49,2.57,3.93,0.0
20201204:1110,0.0,37.41,1.11,15.69,3.7,4.14,0.0
20201204:1210,6.61,66.54,1.99,12.61,4.28,4.14,0.0
20201204:1310,43.62,55.62,1.6,7.55,4.21,4.48,0.0
20201204:1410,0.0,0.0,0.0,0.0,3.79,4.76,0.0
20201204:1510,0.0,0.0,0.0,0.0,3.38,5.03,0.0
20201204:1610,0.0,0.0,0.0,0.0,3.28,5.03,0.0
20201204:1710,0.0,0.0,0.0,0.0,3.39,4.9,0.0
20201204:1810,0.0,0.0,0.0,0.0,3.54,4.69,0.0
20201204:1910,0.0,0.0,0.0,0.0,3.01,4.97,0.0
20201204:2010,0.0,0.0,0.0,0.0,3.2,4.83,0.0
20201204:2110,0.0,0.0,0.0,0.0,3.29,4.83,0.0
20201204:2210,0.0,0.0,0.0,0.0,3.35,4.62,0.0
20201204:2310,0.0,0.0,0.0,0.0,3.3,4.41,0.0
20201205:0010,0.0,0.0,0.0,0.0,3.17,4.28,0.0
20201205:0110,0.0,0.0,0.0,0.0,3.08,4.28,0.0
20201205:0210,0.0,0.0,0.0,0.0,2.98,4.28,0.0
20201205:0310,0.0,0.0,0.0,0.0,2.93,4.14,0.0
20201205:0410,0.0,0.0,0.0,0.0,2.8,4.0,0.0
20201205:0510,0.0,0.0,0.0,0.0,2.71,4.0,0.0
20201205:0610,0.0,0.0,0.0,0.0,2.77,4.0,0.0
20201205:0710,69.38,43.92,1.19,5.42,3.6,4.28,0.0
20201205:0810,119.36,102.53,2.95,11.04,4.49,4.28,0.0
20201205:0910,297.17,153.69,4.99,14.8,5.71,3.93,0.0
20201205:1010,193.62,159.92,4.96,16.36,6.89,3.93,0.0
20201205:1110,377.3,157.57,5.69,15.57,7.83,3.93,0.0
20201205:1210,239.77,128.58,4.09,12.52,8.33,4.14,0.0
20201205:1310,141.1,76.14,2.12,7.47,8.33,4.07,0.0
20201205:1410,0.0,0.0,0.0,0.0,7.53,3.93,0.0
20201205:1510,0.0,0.0,0.0,0.0,6.56,4.0,0.0
20201205:1610,0.0,0.0,0.0,0.0,5.91,4.14,0.0
20201205:1710,0.0,0.0,0.0,0.0,5.57,4.28,0.0
20201205:1810,0.0,0.0,0.0,0.0,5.27,4.34,0.0
20201205:1910,0.0,0.0,0.0,0.0,4.96,4.62,0.0
20201205:2010,0.0,0.0,0.0,0.0,4.82,4.69,0.0
20201205:2110,0.0,0.0,0.0,0.0,4.46,4.69,0.0
20201205:2210,0.0,0.0,0.0,0.0,4.27,4.76,0.0
20201205:2310,0.0,0.0,0.0,0.0,4.17,4.69,0.0
20201206:0010,0.0,0.0,0.0,0.0,3.98,4.69,0.0
20201206:0110,0.0,0.0,0.0,0.0,3.68,4.69,0.0
20201206:0210,0.0,0.0,0.0,0.0,3.53,4.69,0.0
20201206:0310,0.0,0.0,0.0,0.0,3.31,4.48,0.0
20201206:0410,0.0,0.0,0.0,0.0,3.19,4.48,0.0
20201206:0510,0.0,0.0,0.0,0.0,2.93,4.55,0.0
20201206:0610,0.0,0.0,0.0,0.0,2.76,4.69,0.0
20201206:0710,0.0,20.01,0.59,5.27,2.61,4.69,0.0
20201206:0810,3.89,54.69,1.63,10.89,2.59,5.03,0.0
20201206:0910,0.0,54.81,1.63,14.66,3.08,5.79,0.0
20201206:1010,0.0,44.37,1.32,16.23,3.52,5.93,0.0
20201206:1110,0.0,40.89,1.22,15.46,3.72,5.72,0.0
20201206:1210,0.0,29.58,0.88,12.42,3.8,5.66,0.0
20201206:1310,0.0,17.4,0.52,7.4,3.59,5.31,0.0
20201206:1410,0.0,0.0,0.0,0.0,2.98,5.38,0.0
20201206:1510,0.0,0.0,0.0,0.0,2.45,5.52,0.0
20201206:1610,0.0,0.0,0.0,0.0,2.03,5.66,0.0
20201206:1710,0.0,0.0,0.0,0.0,1.58,5.72,0.0
20201206:1810,0.0,0.0,0.0,0.0,1.34,5.79,0.0
20201206:1910,0.0,0.0,0.0,0.0,0.46,5.93,0.0
20201206:2010,0.0,0.0,0.0,0.0,0.18,5.52,0.0
20201206:2110,0.0,0.0,0.0,0.0,-0.05,6.14,0.0
20201206:2210,0.0,0.0,0.0,0.0,-0.16,5.86,0.0
20201206:2310,0.0,0.0,0.0,0.0,-0.34,6.07,0.0
20201207:0010,0.0,0.0,0.0,0.0,-0.45,6.07,0.0
20201207:0110,0.0,0.0,0.0,0.0,-0.43,6.07,0.0
20201207:0210,0.0,0.0,0.0,0.0,-0.55,6.07,0.0
20201207:0310,0.0,0.0,0.0,0.0,-0.65,6.07,0.0
20201207:0410,0.0,0.0,0.0,0.0,-0.82,6.07,0.0
20201207:0510,0.0,0.0,0.0,0.0,-1.02,6.0,0.0
20201207:0610,0.0,0.0,0.0,0.0,-1.15,5.93,0.0
20201207:0710,26.53,31.56,0.9,5.12,-1.26,6.28,0.0
20201207:0810,204.6,115.1,3.31,10.75,-1.01,5.72,0.0
20201207:0910,265.52,152.43,4.78,14.52,-0.65,6.28,0.0
20201207:1010,358.34,167.57,5.77,16.11,-0.09,6.14,0.0
20201207:1110,464.96,146.54,5.97,15.36,0.36,6.0,0.0
20201207:1210,303.77,128.85,4.32,12.34,0.52,5.79,0.0
20201207:1310,229.33,81.95,2.4,7.33,0.26,5.1,0.0
20201207:1410,0.0,0.0,0.0,0.0,-0.18,5.79,0.0
20201207:1510,0.0,0.0,0.0,0.0,-0.71,5.86,0.0
20201207:1610,0.0,0.0,0.0,0.0,-1.15,5.93,0.0
20201207:1710,0.0,0.0,0.0,0.0,-1.55,6.0,0.0
20201207:1810,0.0,0.0,0.0,0.0,-2.07,6.0,0.0
20201207:1910,0.0,0.0,0.0,0.0,-2.95,5.72,0.0
20201207:2010,0.0,0.0,0.0,0.0,-3.32,5.93,0.0
20201207:2110,0.0,0.0,0.0,0.0,-3.45,5.86,0.0
20201207:2210,0.0,0.0,0.0,0.0,-3.59,5.66,0.0
20201207:2310,0.0,0.0,0.0,0.0,-3.72,5.1,0.0
20201208:0010,0.0,0.0,0.0,0.0,-3.8,4.83,0.0
20201208:0110,0.0,0.0,0.0,0.0,-3.72,5.1,0.0
20201208:0210,0.0,0.0,0.0,0.0,-3.65,5.17,0.0
20201208:0310,0.0,0.0,0.0,0.0,-3.58,5.1,0.0
20201208:0410,0.0,0.0,0.0,0.0,-3.6,4.83,0.0
20201208:0510,0.0,0.0,0.0,0.0,-3.47,4.69,0.0
20201208:0610,0.0,0.0,0.0,0.0,-3.33,4.48,0.0
20201208:0710,0.0,12.18,0.36,4.98,-3.0,4.48,0.0
20201208:0810,0.0,44.37,1.32,10.62,-2.33,4.9,0.0
20201208:0910,0.0,34.8,1.03,14.4,-1.52,5.1,0.0
20201208:1010,0.0,35.67,1.06,16.0,-0.83,4.9,0.0
20201208:1110,0.0,41.76,1.24,15.26,-0.37,4.83,0.0
20201208:1210,0.0,31.32,0.93,12.26,-0.11,4.83,0.0
20201208:1310,36.29,52.17,1.5,7.27,-0.19,4.69,0.0
20201208:1410,0.0,0.0,0.0,0.0,-0.48,4.69,0.0
20201208:1510,0.0,0.0,0.0,0.0,-0.82,4.69,0.0
20201208:1610,0.0,0.0,0.0,0.0,-1.13,4.55,0.0
20201208:1710,0.0,0.0,0.0,0.0,-1.38,4.41,0.0
20201208:1810,0.0,0.0,0.0,0.0,-1.52,4.34,0.0
20201208:1910,0.0,0.0,0.0,0.0,-2.53,4.41,0.0
20201208:2010,0.0,0.0,0.0,0.0,-2.66,4.21,0.0
20201208:2110,0.0,0.0,0.0,0.0,-2.82,4.07,0.0
20201208:2210,0.0,0.0,0.0,0.0,-2.9,4.14,0.0
20201208:2310,0.0,0.0,0.0,0.0,-3.18,4.0,0.0
20201209:0010,0.0,0.0,0.0,0.0,-3.33,3.86,0.0
20201209:0110,0.0,0.0,0.0,0.0,-3.39,3.86,0.0
20201209:0210,0.0,0.0,0.0,0.0,-3.48,3.93,0.0
20201209:0310,0.0,0.0,0.0,0.0,-3.48,4.07,0.0
20201209:0410,0.0,0.0,0.0,0.0,-3.55,4.21,0.0
20201209:0510,0.0,0.0,0.0,0.0,-3.58,4.28,0.0
20201209:0610,0.0,0.0,0.0,0.0,-3.53,4.21,0.0
20201209:0710,0.0,13.05,0.39,4.84,-3.32,3.86,0.0
20201209:0810,0.0,25.23,0.75,10.48,-2.68,4.9,0.0
20201209:0910,0.0,35.67,1.06,14.28,-1.76,5.03,0.0
20201209:1010,0.0,35.67,1.06,15.89,-1.0,4.48,0.0
20201209:1110,0.0,36.54,1.09,15.17,-0.38,4.28,0.0
20201209:1210,0.0,32.19,0.96,12.19,0.06,4.41,0.0
20201209:1310,0.0,17.4,0.52,7.22,-0.01,3.86,0.0
20201209:1410,0.0,0.0,0.0,0.0,-0.61,3.59,0.0
20201209:1510,0.0,0.0,0.0,0.0,-1.27,3.79,0.0
20201209:1610,0.0,0.0,0.0,0.0,-1.49,4.0,0.0
20201209:1710,0.0,0.0,0.0,0.0,-1.66,4.07,0.0
20201209:1810,0.0,0.0,0.0,0.0,-1.6,4.07,0.0
20201209:1910,0.0,0.0,0.0,0.0,-2.06,4.0,0.0
20201209:2010,0.0,0.0,0.0,0.0,-2.01,4.14,0.0
20201209:2110,0.0,0.0,0.0,0.0,-1.96,4.14,0.0
20201209:2210,0.0,0.0,0.0,0.0,-1.86,3.86,0.0
20201209:2310,0.0,0.0,0.0,0.0,-1.74,4.0,0.0
20201210:0010,0.0,0.0,0.0,0.0,-1.66,4.21,0.0
20201210:0110,0.0,0.0,0.0,0.0,-1.61,4.34,0.0
20201210:0210,0.0,0.0,0.0,0.0,-1.48,4.34,0.0
20201210:0310,0.0,0.0,0.0,0.0,-1.34,4.21,0.0
20201210:0410,0.0,0.0,0.0,0.0,-1.27,4.21,0.0
20201210:0510,0.0,0.0,0.0,0.0,-1.12,4.41,0.0
20201210:0610,0.0,0.0,0.0,0.0,-1.03,4.55,0.0
20201210:0710,0.0,13.92,0.41,4.71,-1.55,4.48,0.0
20201210:0810,0.0,25.23,0.75,10.36,-1.08,3.59,0.0
20201210:0910,0.0,33.93,1.01,14.16,-0.96,3.86,0.0
20201210:1010,0.0,55.68,1.65,15.79,-0.89,4.0,0.0
20201210:1110,0.0,27.84,0.83,15.09,-0.76,3.79,0.0
20201210:1210,0.0,13.92,0.41,12.13,-0.7,4.28,0.0
20201210:1310,0.0,6.96,0.21,7.18,-0.38,4.14,0.0
20201210:1410,0.0,0.0,0.0,0.0,-0.36,3.79,0.0
20201210:1510,0.0,0.0,0.0,0.0,-0.6,3.59,0.0
20201210:1610,0.0,0.0,0.0,0.0,-0.88,3.66,0.0
20201210:1710,0.0,0.0,0.0,0.0,-1.01,3.52,0.0
20201210:1810,0.0,0.0,0.0,0.0,-1.26,3.31,0.0
20201210:1910,0.0,0.0,0.0,0.0,-0.8,3.38,0.0
20201210:2010,0.0,0.0,0.0,0.0,-0.73,3.52,0.0
20201210:2110,0.0,0.0,0.0,0.0,-0.64,3.17,0.0
20201210:2210,0.0,0.0,0.0,0.0,-0.42,2.83,0.0
20201210:2310,0.0,0.0,0.0,0.0,-0.32,2.76,0.0
20201211:0010,0.0,0.0,0.0,0.0,-0.48,2.9,0.0
20201211:0110,0.0,0.0,0.0,0.0,-0.45,2.83,0.0
